lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,previous_stays,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,average_daily_rate,total_of_special_requests
35,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
8,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,35.12,1
21,1,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,89.71,1
0,2,1,3,0,0,BB,Direct,0,H,2,No Deposit,0,116,0
11,2,2,1,0,0,BB,Direct,0,A,0,No Deposit,0,37.37,2
21,1,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,83.71,1
202,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
202,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,35,0
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43.88,1
3,0,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,54.9,0
164,0,3,2,0,0,BB,Direct,1,A,0,No Deposit,0,63.1,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,45.1,0
45,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,42.04,1
1,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,60,1
1,1,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,60,1
0,0,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,79,0
2,2,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,86,2
160,2,2,2,0,0,BB,Online TA,0,E,1,No Deposit,0,55.8,2
4,1,1,1,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
0,0,1,1,0,0,BB,Direct,0,G,0,No Deposit,0,111,0
1,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,50.05,1
33,2,5,2,0,0,HB,Online TA,0,F,0,No Deposit,0,65.86,1
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,41,0
0,0,1,2,0,0,BB,Direct,0,G,0,No Deposit,0,111,0
0,0,1,2,0,0,BB,Direct,1,A,1,No Deposit,0,76,0
54,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,1
3,2,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,60,1
80,4,10,2,0,0,HB,Online TA,0,E,2,No Deposit,0,82.8,1
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
85,1,2,2,0,0,BB,Online TA,0,E,2,No Deposit,0,61.8,1
15,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,36.29,0
44,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
7,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
15,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,56,0
50,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
44,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,60,0
34,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,59.4,3
34,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,59.4,3
36,2,4,2,0,0,HB,Direct,0,A,2,No Deposit,0,54.47,0
80,4,10,2,0,0,HB,Online TA,0,E,2,No Deposit,0,85.8,1
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
0,1,0,1,0,0,BB,Online TA,1,A,0,No Deposit,0,39.6,0
39,2,4,1,0,0,BB,Direct,0,A,4,No Deposit,0,29.41,0
0,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,85,2
34,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,65.4,3
3,0,3,2,0,0,BB,Direct,0,E,1,No Deposit,0,80,0
0,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,53.4,0
8,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
4,2,3,1,0,0,BB,Direct,0,A,0,No Deposit,0,27,0
35,1,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,73.8,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,60,0
11,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
0,0,1,1,0,0,BB,Online TA,1,A,0,No Deposit,0,64.6,1
6,0,3,1,0,0,BB,Direct,0,A,0,No Deposit,0,42,0
52,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,67.8,3
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,61.2,0
119,0,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,48.8,3
182,1,3,2,0,0,HB,Online TA,0,A,1,No Deposit,0,56.24,0
6,1,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
32,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,1
8,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,60,0
37,0,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,73.8,2
2,0,2,2,0,0,HB,Direct,0,A,0,No Deposit,0,73.8,2
109,2,5,2,0,0,BB,Online TA,0,A,1,No Deposit,0,43.8,2
132,4,10,2,0,0,BB,Online TA,0,E,3,No Deposit,0,55.8,1
47,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,42.97,1
53,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,1
44,4,10,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,1
37,2,5,2,0,0,BB,Direct,0,E,0,No Deposit,0,54.56,0
19,2,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,52,0
40,2,5,2,0,0,HB,Online TA,0,A,1,No Deposit,0,51.84,0
97,1,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,57.8,1
23,2,5,2,0,0,HB,Online TA,0,A,1,No Deposit,0,57.39,0
41,2,5,2,0,0,BB,Online TA,0,E,1,No Deposit,0,55.8,2
113,2,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,37.71,1
0,0,1,1,0,0,BB,Direct,0,H,0,No Deposit,0,105,0
0,1,1,1,0,0,BB,Direct,0,H,1,No Deposit,0,108,0
41,0,3,2,0,0,HB,Direct,0,A,1,No Deposit,0,63.26,0
153,1,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,57.4,1
0,0,1,1,0,0,BB,Direct,0,H,0,No Deposit,0,111,0
37,2,5,2,2,0,HB,Online TA,0,G,0,No Deposit,0,130,0
37,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,43.8,2
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71,1
5,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71,2
12,0,2,2,0,0,BB,Online TA,2,D,0,No Deposit,0,65,1
47,0,2,2,0,0,BB,Online TA,3,A,0,No Deposit,0,60,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,60,0
0,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,66,0
1,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,60,0
131,0,1,2,0,0,BB,Direct,1,A,0,No Deposit,0,60,0
133,4,9,2,0,0,BB,Online TA,1,A,1,No Deposit,0,65.77,2
27,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,38.88,0
83,2,5,1,0,0,HB,Online TA,0,E,1,No Deposit,0,57.64,0
83,2,5,1,0,0,HB,Online TA,0,D,1,No Deposit,0,50.44,0
33,0,4,1,0,0,BB,Online TA,0,A,0,No Deposit,0,26.99,1
33,0,4,1,0,0,BB,Online TA,0,A,0,No Deposit,0,26.99,1
33,0,4,1,0,0,BB,Online TA,0,A,0,No Deposit,0,26.99,1
9,2,5,2,0,0,HB,Online TA,0,F,0,No Deposit,0,82.51,1
17,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,49.71,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,0
95,2,5,2,0,0,BB,Online TA,0,A,2,No Deposit,0,8,2
40,1,5,2,0,0,HB,Online TA,0,A,1,No Deposit,0,51.84,0
46,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,68.47,2
3,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71,1
33,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,41.53,1
17,0,3,1,0,0,BB,Online TA,0,D,0,No Deposit,0,62,2
17,0,3,1,0,0,BB,Online TA,0,D,0,No Deposit,0,56,2
82,0,5,2,0,0,BB,Direct,0,D,0,No Deposit,0,42.12,2
34,0,2,2,0,0,HB,Online TA,0,E,0,No Deposit,0,64.52,1
34,0,2,2,0,0,HB,Online TA,0,E,0,No Deposit,0,64.52,1
23,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
12,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
7,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,72,0
4,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,82,1
10,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,69,1
3,0,3,2,0,0,BB,Direct,0,E,0,No Deposit,0,80,0
0,0,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,95,0
1,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,86,1
1,1,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,80,1
15,0,2,2,2,0,BB,Direct,0,G,0,No Deposit,0,85.2,0
7,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,1
38,0,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,64.8,1
73,2,8,2,0,0,BB,Online TA,0,D,0,No Deposit,0,34.24,2
94,0,4,2,0,0,BB,Online TA,0,D,0,No Deposit,0,46.8,3
5,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,73,2
116,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,39.8,2
10,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,65,1
26,0,1,2,0,0,HB,Online TA,0,D,0,No Deposit,0,86,2
123,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,34.02,0
61,0,2,2,1,0,BB,Direct,0,A,1,No Deposit,0,48.3,0
71,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,1
35,0,1,2,1,0,BB,Online TA,0,G,1,No Deposit,0,88,0
2,0,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,80,1
72,0,2,2,0,0,HB,Direct,0,A,0,No Deposit,0,47.8,2
65,1,2,2,0,0,HB,Online TA,0,A,1,No Deposit,0,58.24,0
15,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,40.4,0
14,1,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,1
14,1,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
2,1,1,1,0,0,BB,Online TA,0,G,1,No Deposit,0,105,0
79,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
29,5,11,2,0,0,BB,Online TA,0,A,0,No Deposit,0,38.81,1
23,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,3
0,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,55,0
37,6,15,2,0,0,HB,Online TA,0,A,1,No Deposit,0,58.91,0
0,1,0,2,0,0,BB,Direct,0,H,0,No Deposit,0,105,0
0,1,2,2,0,0,BB,Direct,0,H,0,No Deposit,0,105,0
40,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
115,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
47,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,46.8,2
116,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
80,1,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,37.8,2
104,1,3,2,0,0,BB,Online TA,0,A,1,No Deposit,0,43.3,1
4,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,66,1
20,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
59,1,2,2,0,0,HB,Online TA,0,A,1,No Deposit,0,51.84,0
80,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
90,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,39.8,1
116,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
34,2,5,2,1,1,BB,Direct,0,C,3,No Deposit,0,65.4,2
36,1,2,2,0,0,BB,Online TA,0,A,1,No Deposit,0,41.58,2
9,1,3,2,0,0,HB,Online TA,0,E,0,No Deposit,0,111,3
48,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
38,1,3,2,0,0,BB,Direct,0,E,0,No Deposit,0,50.22,2
22,2,5,2,0,0,HB,Online TA,0,D,0,No Deposit,0,56.62,1
53,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
4,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,62.57,2
49,2,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,82.8,2
49,2,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,88.8,2
0,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,55,0
0,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,61,0
95,2,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,54,2
1,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,1
50,2,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,64.8,1
24,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
36,2,2,1,0,0,HB,Direct,0,G,1,No Deposit,0,94.2,0
1,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,55,0
34,1,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,69,1
3,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,50.98,2
9,2,3,2,0,0,BB,Direct,0,D,0,No Deposit,0,62,0
33,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,58,1
6,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
45,2,2,1,0,0,BB,Online TA,0,A,1,No Deposit,0,37.8,1
13,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,99,1
0,0,1,1,0,0,BB,Direct,0,D,0,No Deposit,0,63,0
0,0,1,1,0,0,BB,Direct,0,D,0,No Deposit,0,55,0
47,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
33,2,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,28.3,2
33,2,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,30.3,2
18,2,2,1,0,0,BB,Online TA,1,A,0,No Deposit,0,53.39,3
25,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,69,1
93,2,5,2,0,0,HB,Online TA,0,D,0,No Deposit,0,56.83,3
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,44,1
2,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,39,0
13,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,2
2,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,55,0
5,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
5,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
5,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
50,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,2
1,0,0,2,0,0,BB,Direct,0,A,1,No Deposit,0,0,0
61,2,4,1,0,0,BB,Online TA,0,E,1,No Deposit,0,55.8,1
60,2,3,2,0,0,HB,Online TA,0,A,2,No Deposit,0,53.84,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,43,0
0,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,55,0
0,0,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,68,0
43,2,5,2,0,0,BB,Direct,0,A,1,No Deposit,0,33.26,0
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,55,0
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,0
51,1,3,2,2,0,BB,Online TA,0,C,2,No Deposit,0,84.12,1
9,2,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,2
3,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,55,1
87,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
58,2,5,2,0,0,BB,Online TA,0,A,1,No Deposit,0,37.8,2
1,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,0
1,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,0
1,0,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,0,0
16,2,5,2,0,0,BB,Online TA,0,A,1,No Deposit,0,48,0
47,1,4,2,0,0,BB,Online TA,0,A,3,No Deposit,0,37.8,1
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,36.96,1
84,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,29.11,1
55,2,5,2,0,0,HB,Online TA,0,D,1,No Deposit,0,67.44,0
30,0,2,3,1,0,BB,Online TA,0,H,1,No Deposit,0,93,1
31,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,43.2,1
4,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,47.86,3
4,2,5,1,0,0,BB,Online TA,0,A,0,No Deposit,0,67.86,3
29,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,43.65,2
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,43,0
47,2,4,2,0,0,BB,Direct,0,F,2,No Deposit,0,59.4,0
0,0,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,93,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,43,0
11,0,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,68.03,1
0,0,1,1,0,0,BB,Online TA,0,D,0,No Deposit,0,50,0
67,4,9,2,0,0,BB,Online TA,0,E,2,No Deposit,0,57.65,1
151,2,5,1,0,0,BB,Online TA,0,A,2,No Deposit,0,26.64,0
45,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,37.8,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,43,0
6,0,1,2,0,0,Undefined,Direct,0,F,1,No Deposit,0,147,0
52,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
35,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,34.56,0
133,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,67.24,2
133,2,5,1,0,0,BB,Online TA,0,A,0,No Deposit,0,36.64,1
133,2,5,1,0,0,BB,Online TA,0,A,0,No Deposit,0,46.64,1
25,0,3,2,0,0,BB,Online TA,0,F,0,No Deposit,0,61.19,1
47,0,1,2,1,0,BB,Online TA,0,E,3,No Deposit,0,73.3,2
47,0,1,2,1,0,BB,Online TA,0,E,3,No Deposit,0,73.3,2
47,0,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,42,2
11,0,1,2,0,0,BB,Online TA,0,F,0,No Deposit,0,49.75,1
15,0,4,2,1,0,BB,Online TA,0,G,0,No Deposit,0,88,2
15,0,4,2,1,0,BB,Online TA,0,A,0,No Deposit,0,54,2
1,0,2,2,1,0,HB,Online TA,0,A,0,No Deposit,0,62.4,0
57,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63.8,1
17,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,1
17,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
8,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
8,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
17,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
17,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
5,0,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,63,0
9,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
45,0,2,2,0,0,HB,Direct,0,A,0,No Deposit,0,67.8,1
45,0,2,2,0,0,HB,Direct,0,A,0,No Deposit,0,67.8,2
45,0,2,2,0,0,HB,Direct,0,A,0,No Deposit,0,67.8,1
4,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,52,1
20,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,65,1
34,1,5,2,0,0,HB,Direct,0,A,0,No Deposit,0,74.88,0
2,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,1
0,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,50,1
16,0,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,78,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,0,1,2,0,0,BB,Direct,0,E,1,No Deposit,0,58,1
31,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,38.81,4
1,0,2,1,0,0,BB,Direct,0,A,0,No Deposit,0,49,0
23,1,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,62,1
33,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,56,2
0,0,2,2,1,1,BB,Online TA,0,C,0,No Deposit,0,50.4,0
81,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
1,0,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,84,2
1,0,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
13,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
5,0,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,43,1
17,0,2,2,2,0,BB,Online TA,0,C,0,No Deposit,0,63,0
12,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
47,0,1,3,1,0,BB,Online TA,0,H,1,No Deposit,0,87,2
26,0,1,2,2,0,BB,Online TA,0,G,0,No Deposit,0,88,0
58,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,30.24,0
69,3,7,1,0,0,HB,Online TA,0,D,2,No Deposit,0,88,1
2,1,1,1,0,0,BB,Direct,0,A,0,No Deposit,0,38,0
2,1,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,39,1
2,1,1,1,0,0,BB,Direct,2,A,0,No Deposit,0,55,1
0,1,1,1,0,0,BB,Online TA,0,A,1,No Deposit,0,49,1
0,1,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,48,1
11,2,5,1,0,0,BB,Online TA,0,E,1,No Deposit,0,63,1
4,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,2
53,4,10,1,0,0,BB,Online TA,0,A,0,No Deposit,0,39.14,3
19,1,0,1,0,0,BB,Online TA,1,A,0,No Deposit,0,43,2
3,2,5,1,0,0,HB,Online TA,0,A,1,No Deposit,0,36.4,0
41,1,3,2,0,0,BB,Direct,0,A,0,No Deposit,0,43.2,0
1,1,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,69,0
4,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
7,2,5,2,0,0,HB,Direct,0,D,1,No Deposit,0,86,0
0,1,2,2,0,0,BB,Direct,0,F,2,No Deposit,0,70.33,0
4,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
73,2,0,2,0,0,HB,Direct,0,F,3,No Deposit,0,105.5,1
1,1,0,1,0,0,BB,Direct,0,A,1,No Deposit,0,43,0
1,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,36.96,1
4,2,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,1
0,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,1,0,1,0,0,BB,Direct,0,D,0,No Deposit,0,57,1
0,1,0,1,0,0,BB,Direct,0,D,0,No Deposit,0,51,1
0,2,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,2
16,2,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,69,1
0,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,64,0
25,2,1,2,0,0,HB,Online TA,0,A,0,No Deposit,0,78,0
0,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,36.96,1
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
0,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,43,0
1,0,1,2,0,1,BB,Online TA,0,A,1,No Deposit,0,48,1
0,0,1,2,0,0,HB,Online TA,0,E,0,No Deposit,0,93,2
0,0,1,2,0,0,HB,Direct,0,A,1,No Deposit,0,73,0
0,0,1,1,1,0,HB,Direct,0,A,1,No Deposit,0,73,0
1,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
23,2,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,31.45,1
8,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,3
12,2,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,63,3
117,4,7,2,0,0,BB,Online TA,0,D,0,No Deposit,0,54,2
0,0,2,1,0,0,BB,Direct,0,A,1,No Deposit,0,38,0
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,43,0
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,43,0
10,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,1
12,0,1,2,0,0,BB,Online TA,1,A,0,No Deposit,0,48,1
0,0,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,58,0
19,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,2
31,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,33.26,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,3
120,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,56,3
59,2,4,2,0,0,HB,Online TA,0,A,1,No Deposit,0,58.33,1
1,0,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,49,1
28,1,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,65,2
29,0,3,2,0,0,BB,Online TA,0,F,0,No Deposit,0,47.12,1
54,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,2
0,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,48,0
8,2,3,2,0,0,BB,Direct,0,F,0,No Deposit,0,55.44,0
54,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,55.8,2
0,0,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,43,0
0,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,50.4,0
0,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,63,0
6,2,8,2,0,0,BB,Online TA,0,A,0,No Deposit,0,35.99,1
7,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,56,1
0,0,1,2,0,0,BB,Direct,0,A,1,No Deposit,0,43,0
0,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,50.4,0
0,0,1,2,0,0,BB,Direct,0,E,0,No Deposit,0,64,0
51,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,44.64,0
